ticker,date,reportedEPS,estimatedEPS,eps_surprise,eps_surprise_pct,bin
UBER,2019-05-30,-2.23,-2.26,0.029999999999999805,-1.33,-10% to 0% (Slight Miss)
UBER,2019-08-08,-4.77,-3.19,-1.5799999999999996,49.53,>10% (Beat)
UBER,2019-11-04,-0.68,-0.81,0.13,-16.05,<-10% (Miss)
UBER,2020-02-06,-0.64,-0.68,0.040000000000000036,-5.88,-10% to 0% (Slight Miss)
UBER,2020-05-07,-0.64,-0.88,0.24,-27.27,<-10% (Miss)
UBER,2020-08-06,-0.8,-0.86,0.05999999999999994,-6.98,-10% to 0% (Slight Miss)
UBER,2020-11-05,-0.62,-0.65,0.030000000000000027,-4.62,-10% to 0% (Slight Miss)
UBER,2021-02-10,-0.54,-0.56,0.020000000000000018,-3.57,-10% to 0% (Slight Miss)
UBER,2021-05-05,0.26,-0.54,0.8,-100.0,<-10% (Miss)
UBER,2021-08-04,-0.19,-0.51,0.32,-62.75,<-10% (Miss)
UBER,2021-11-04,-0.22,-0.3,0.07999999999999999,-26.67,<-10% (Miss)
UBER,2022-02-09,-0.26,-0.35,0.08999999999999997,-25.71,<-10% (Miss)
UBER,2022-05-04,-0.18,-0.24,0.06,-25.0,<-10% (Miss)
UBER,2022-08-02,-1.33,-0.26,-1.07,100.0,>10% (Beat)
UBER,2022-11-01,-0.61,-0.22,-0.39,100.0,>10% (Beat)
UBER,2023-02-08,0.29,-0.18,0.47,-100.0,<-10% (Miss)
UBER,2023-05-02,-0.08,-0.09,0.009999999999999995,-11.11,<-10% (Miss)
UBER,2023-08-01,0.18,-0.01,0.19,-100.0,<-10% (Miss)
UBER,2023-11-07,0.1,0.12,-0.01999999999999999,-16.67,<-10% (Miss)
UBER,2024-02-07,0.66,0.17,0.49,100.0,>10% (Beat)
UBER,2024-05-08,-0.31,0.23,-0.54,-100.0,<-10% (Miss)
UBER,2024-08-06,0.47,0.31,0.15999999999999998,51.61,>10% (Beat)
UBER,2024-10-31,1.2,0.41,0.79,100.0,>10% (Beat)
UBER,2025-02-05,0.23,0.5,-0.27,-54.0,<-10% (Miss)
UBER,2025-05-07,0.83,0.5029,0.32709999999999995,65.04,>10% (Beat)
